city	id	name	district	address	type	rt1	rt2	rt3	rt4	rt5	rt6	rt7	price	population	height	longitude	latitude	Attraction	Building	BusStop	Community	Mall	PrimarySchool	Restaurant	SecondarySchool	Subway	University
北京	0100530	舒至嘉园	海淀区	海淀区交大东路60号	商住两用	1	1	0	0	0	0	1	51000.0	1320.0	18.0	116.34971	39.946705	25	2	1	25	0	0	22	0	0	0
北京	0102770	十号名邸	海淀区	海淀区紫竹院路81号院。	酒店式公寓	1	1	1	1	1	1	0	42551.0	2640.0	24.0	116.29845	39.947044	0	2	5	22	0	0	17	1	0	0
北京	0100892	嘉豪国际	海淀区	海淀区紫竹院路116号	写字楼	1	1	0	0	1	0	0	NULL	10560.0	13.5	116.292206	39.947098	0	5	0	2	0	0	6	0	0	0
北京	0101045	远洋风景	海淀区	海淀区德胜门西大街15号	商住两用	1	1	1	1	1	0	1	43400.0	11880.0	14.0	116.36053	39.94723	0	16	4	8	2	0	75	0	1	0
北京	0101719	新源南路（新源南里）	朝阳区	朝阳区新源南路12号	纯住宅	1	1	0	0	0	0	1	42462.0	420.0	16.0	116.45068	39.947342	0	18	2	140	0	1	31	0	0	0
北京	0100573	丽豪园	西城区	西城区大石桥胡同55号	纯住宅	1	1	0	0	1	1	1	71000.0	350.0	6.0	116.38829	39.94736	4	0	1	8	1	0	25	1	0	0
北京	0102141	新源南路10号楼	朝阳区	朝阳区新源南路10号楼	纯住宅	1	0	0	0	0	1	0	40000.0	434.0	16.0	116.45171	39.947414	1	14	1	146	1	0	36	0	0	0
北京	0102927	合众大厦	海淀区	海淀区杏石口路9号	写字楼	1	1	0	0	0	0	1	NULL	3168.0	5.0	116.26956	39.94795	0	0	0	0	0	0	0	0	0	0
北京	0100357	德胜世嘉	西城区	西城区西绦胡同8号/朝阳区大黄庄南里小区10楼旁门物业财务	商住两用	1	1	1	0	0	0	0	66060.0	1320.0	16.0	116.39086	39.948032	11	0	1	6	0	1	20	1	0	0
北京	0100980	中国气象局青年公寓	海淀区	中关村南大街46号南办公楼402	商住两用	1	1	1	0	0	1	1	32500.0	3960.0	16.0	116.328735	39.948074	33	1	2	0	0	0	3	0	1	0
北京	0100220	北科大厦	海淀区	海淀区西三环北路27号	写字楼	1	1	1	0	0	0	1	NULL	3520.0	12.0	116.30861	39.948414	1	6	4	16	0	1	19	0	0	1
北京	0101663	房修社区2	海淀区	海淀区交大东路56号院	纯住宅	1	0	0	0	0	0	1	38850.0	630.0	18.0	116.34938	39.948467	21	4	1	75	0	0	10	0	0	0
北京	0100134	西晴公寓	海淀区	海淀区联慧路101号	纯住宅	1	1	1	0	0	0	1	51885.0	963.0	15.0	116.357574	39.948742	0	19	4	48	3	2	86	0	0	0
